text,label
Moty vlog har roz dal,2.0
moty vlogs Q nh dalty,0.0
Moula pajtan pak Khush rakhy Apko moula sultan baho ka karm hai ap par❤❤,2.0
Movie ko thoda jaldi dena itna late kar ke mat do year,0.0
Mr Faisal great work I’m big admirer of you’re positive attitude all over world,1.0
Mr.wrighter doing over action by kamiyar.,0.0
Mra first comment h duky bhi reply me plz @ducky bhi,2.0
Mra question nhi lia loro😅,0.0
Mubarik ho million ho gai Jab shaina me theh tab To keh rahe theh ken Million pe aik bichhoo khaou Ga,1.0
Much respect and love from 🇮🇳,1.0
Muh kyo cover kiya hua hai ledy ne dikhaya kyo nhi,0.0
Muh q dhaki h...kon sa kand kardi,2.0
Muhammad (S.A.W) Par meri aur Mera waldan aur meri doston aur Mera ristadooro ki Jan qurban❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0.0
muhammad allah mashaallah,1.0
Muhammad Aslam 👬🇵🇰🌍😊🧭 Chak jb,1.0
Muhammad mera nabi,1.0
Muhammad peace on you,1.0
Muhammad S A W Mery pyary nabi,1.0
Muhammad saw ❤,1.0
Muhammad SAW ❤,1.0
MUHAMMAD SAW ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢❤❤❤❤,1.0
MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW ❣️❣️❣️❣️❣️❣️,1.0
MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW ❣️❣️❣️❣️❣️❣️❣️,1.0
MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW ❣️❣️❣️❣️❣️❣️❣️,1.0
MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW HMARY BARRI SHAN WALY I LOVE MUHAMMAD SAWW ❣️❣️❣️❣️❣️❣️❣️,1.0
MUHAMMAD SIL ALLAH HU ALAI HE WASALAM,1.0
Muhammad Tere na tu kurban ho ja,2.0
"Muhammed Ahmed Saaw aaqaa Saaw ,Pyaare. AQAA saaw ,ap saaw.madinaa .dai haleema k bete muhammed ahmed.Rasool e pak.milaad walae.jinke liye sb kuch banayaa gayaa hai.",0.0
Muhbt day dil chu bulkhy nhi jandy,0.0
Muje bhOoot psand yeh Qawali❤,1.0
Muje to ab kamiaar k parents ki scene Pasand arhe han...Allah har ghr me ye Khushi ho...jb maa baa disturb hotay hain to bachy bhi disturb hotay hain.,2.0
Mujha reply nhi dia,0.0
Mujhay to latki ka rap bara pasand aya yar fire 🔥 understanding percent,1.0
mujhe b location bejna me b ye club dekhna hai,2.0
Mujhe I dedo,2.0
Mujhe Kisi ke out of country ke vlog ache nhi lagte Lekin ap ke lagtee he 😅❤❤,0.0
Mujhe kiu lagh raha ha aroob ka awaz AI ha 🤭💀,2.0
Mujhe m4 new wali chahie😢,2.0
"Mujhe ni Mangna Krishna Krishna se ,Mujhe Bhakti mat do,Mera Margdarshan Mat karo,Mere sarthi Mat Bano.",2.0
mujhe samjh ni ati is donkey bhai ko log itna pasand kiun karte hain jab k kanjar khane k ilawa kuch b ni😂😂😂😂,0.0
Mujhe to samaj nahi ata party me jane ke liye fariya ko kiyun hamesa jarurat hoti he kamiyar ka khud ka per he gari he akele kiyu nahi ja sakta or party baar keya sone ki jaga he uske ghar me keya jaga nehi he keya bahiyat drama he,0.0
Mujhe yad ATI ha aroob ka,2.0
mujhey lagta hai JD Vance jung ke haq main nahi. us ki agla sadar banne per nazar hai,0.0
Mujhy ap Sa milna hm ducky bhi 😢 plz 🙏🙏😭 reply me 🙏🙏😭,2.0
Mujhy lga shaytan gayab hogya ha😂,2.0
Mujhy psand ni Aya q ky ap ny Mery swal Ka jwab hi ni dea😢,2.0
Mujhy samjh kuch nhi aata par phr be i like this song pata nhi ku ❤,0.0
Mujra bht acha tha,1.0
Mujra mujra karke dikhao😂😂,2.0
Muneeb ke tera lag raha hai old pic may,2.0
muneeb ki x kon ha us ko pakarna ha,2.0
MUNEEB ko gift mea 1lakh dedo,1.0
Music 🎵 Just ♥️,1.0
Music axa hota toh song aur hit hota ❤,1.0
Music got no fckn boundries🫡,1.0
Music have no boundaries 🇮🇳,1.0
"Music hi ek esa marham hai jo sabhi ke liye ek jesa hai ❤ wo kabhi kisi m fark nahi krta na jaati na dharm... Sabhi ko sukoon dete hai.. Kisi je dard, aasu baatta hai to kisi ki khushiya.. That's why everyone loves The World Of Music. 🎶❤",0.0
Music is actually boundless ❤ Amazing yaar🎉❤ feast to the ears ❤,1.0
Music is beyond of any language or any boundaries ❤,2.0
music is fab :),1.0
Music is just wow,1.0
"Music is relative. When I was young, I guess I listened to crappy music too. I didn't know it was crappy music...I liked it because back in the day it served a purpose in whatever the space I was in at the time. Give people a little grace, like people gave to you and me...allow people a chance to grow into tomorrow...",1.0
"Music knows no boundaries 🤗💕. I'd like to extend my heartfelt gratitude and admiration to all the talented singers, musicians, producers, and individuals involved in creating this incredible song 💕🤗",1.0
Music louder then speakers 😢,1.0
Music sten from jaan o baby by salman muqtadi?,1.0
Music unites people 🙌🏼💯 Love from India!!❤,1.0
"music, vocals everything is on spot but why ia no one talking abt the deep and mesmerising lyrics by Wasif Ali Wasif RA. may Allah bless his soul. aameeen",1.0
Must subscribe 😊😢,2.0
MUSTAFA S.A.W 😍,1.0
Mustafaa k yateem Yaqoob As kaa waastaa.,2.0
Mustaqeem name ha us ka,2.0
"Muy bonito, pero no me gustan las mujeres tapadas, me gustan libres con el pelo al aire. Por eso le doy 👎",2.0
Muy buen ritmo 🔥🔥 Me encantó esa parte cuando suena el Instrumental y Eva B es ella quien rompe él beats o instrumental 🔥🔥 Necesito El subtítulo Español por favor 🙏🏽,1.0
My all time fevret 🧡🧡,1.0
"My ancestors are from Balochistan, love from Nepali Hindu!",1.0
My beloved husband bus isi ki kami reh gayi thi😂,0.0
My dear elephant 🐘? How are you???,1.0
My F..... To Pakistan,1.0
My fav 😊,1.0
My fav Character Dadi 😘,1.0
My fav drama but yar hum do din hi kehtai thai kai itna thora aur ab ramadan timing mai ap ko zayada din drama lagana chayai tha ap nai ik din hi bas lagaya ramadan uai bhai raham kha kai do din hi laga do please 🥺 ARY walooooo please do din laga do itna bhi kya insaan o9 tarpana phir logon nai dechna bhi nahi please do din hi laga do warna i wana report ARY and har taraf sai block kar du gi ok please kar dai agar ap logon kai comments parau to yahi all comments hun gai mer request hai ap sai warna ap ko pata hi hai,0.0
My favorite 😍,1.0
My favorite Bilal not kamiyar,0.0
My favorite da,1.0
My Favorite Drama ❤,0.0
My favorite ghazal❤❤,1.0
My favorite kawali ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,1.0
My favorite love u 😍😍💕💕,1.0
My favorite Naat 😊❤,1.0
My favorite naat beautiful Voice we watching your Anyone people,1.0
My favorite naat❤❤❤❤❤❤,1.0
My favorite song ❤,1.0
My favorite song Baloch song ❤❤❤❤❤❤❤❤❤❤❤😍😍😍😍👍👍👍👍,1.0
My favorite...myn jb bhi udas hn esy hi sonti hn ...bht sakoooooon milta Hy .. ALHUMDULILLAH 😍,1.0
My favourite 😍😍😍😍 song,1.0
My favourite drama,1.0
My favourite kalam,1.0
My favourite qwalli,1.0
My favourite song,1.0
My favourite songs,1.0
My favourite volagger is Ducky bha ❤,1.0
My fret Qawwali,1.0
My god ek sahi se baat krta hai to dusra zahar se 😂 ayra & kamyar,0.0
My grandmother misses her house in Pakistan so happy to see love is still there between the two nations even after so many political problems thank you Coke Studio Pakistan,1.0
my hot favorites in single video..... what a treat to watch 💌💌💌,2.0
My husband is Baloch and I love Baloch culture ❤,1.0
my late beloved father used to hear this a lot..now it reminds me of him a lot..im proud my dad loved our prophet peace be upon him a lot🙂,1.0
My love for Pakistani music has increased after listening to this song!❤❤🇧🇩,1.0
My love Samsung.,1.0
My lovely Language Balochi.Powerful and Distinct.,2.0
My most favorite qawale ❤❤❤,1.0
My Most Favorite Qawali,1.0
My most favourite naat ❤,1.0
My name is AASHIS sunaar,2.0
My Name Is Aliza ☺️,2.0
My name is Azizullah,2.0
My name is Khizer,2.0
My two favorites together creating magic.... ❤️... Awsome 👌,1.0
My. Name. Is. Raja Muhammad ❤,1.0
Mza aa gya❤,2.0
Mza Aya . Aroob ko roasting chenal bna do,2.0
Mzak mn bi agr jhoot bolo na to wo jhoot gina jata....thoda sa khiyal krlia kro....dhakyy panrrr k takkay😅,2.0
Na kamyaar ko sharam hai aur na farya mein self respect hai-,0.0
Na koi nudity na koi ghlt bat na jhalat bht decent videos or voice love you ❤ long live ❤Pakistan🇵🇰,1.0
na kre na kre paijaan etna achha gana mat banaya kre phir acha lagne lag jata ha 😉,2.0
Na te hunde Muhammad P H U B Na the hunda jahan 😢,2.0
Nah bhai not worth it S25 ULTRA PER HI THIK HOON,2.0
nahi beche na gifts🙂 nahi diya na iPhone🙂 meri birthday waise bhi guzar gai ab nai chaiye🙂,0.0
Nahi billiyo ko bilkul yaha say nahi pakartay search karay scurffing cats kay leya dangerous hote hai ya sirf mother cat karte hai jb uski kittens chote hote hai so you guys need to educate yourself nd avoid holding him like that,0.0
Nahi kar pay bhai jao baar phir original version sun kar aao,2.0
Nahii aya mini Saad kab aye ga,2.0
Nahin aaya Pasand,1.0
Nai ducky bhai ap bohat beautiful ho MashAllah ❤ Beautiful couple 😊❤,1.0
Nai Ya Sai ha 😢,0.0
Nakki Kay KAAM kia karoo please 🙏🙏🙏🙏🙏🙏🙏🙏,2.0
Namaz nahi parhi allah ko kya javab do gay,0.0
Namaz para karoo please 🙏🙏🙏🙏🙏🙏🙏🙏,2.0
Name the camel abdul chohadry,2.0
Nanga ho jayen ducky bhai,1.0
Nangasir basherium bahaya .ALI. Ka Zeker sir dhanp lo,2.0
Napakarmy is eager for the war against Iran. Dollars ki barish hogi GerLuns par.,2.0
Nar e Haidari ya Ali maula... Haque Ali AS,1.0
Nara e haderi,1.0
Nara e Haideri. Ya Ali haq Haideri ❤🙋🙏💖🥰,1.0
Nara e Haidri,1.0
NARA E MASTANA AUR WO BHI HAI PAKISTANA KIA BAAT HAI KIA BAAT HAI 😅😅😅😅😅😅😅😅😅 AMEEN SUMMA AMEEN YA RABBAL ALAMEEN AIMIKB✍🏻,1.0
Nara e Mastana Legend Abida Parveen Intahye ajzi❤,1.0
Nawa Parcha: Pakistan Zindabad Ni Kaha Naa Vlog Kay End Pe 😂,2.0
Need help me plzzzzz 🥺🥹😭,2.0
Need kind support😢❤,1.0
Net di yaddi paii ae par Phir v pehlay comment Mera hi hai,2.0
Net worth 150rs only,0.0
net worth honi bhi chaiye 😂I love you bhai❤,1.0
"Never describe in words,soul of sofiusm❤️",1.0
Never heard a language like this And the swag the words they utter force me to repeat after them But 😅😂😂😂,1.0
Never trust on yaahudii and Esaai they can't be your friends... Maybe they public the reports but behind close door they preparing any other shit to strike Iran,2.0
New episode kab ayega,2.0
New Gaming Channel Ban Gaya (Ducky Reloaded) 🎉🎉,2.0
New PC ki itni excitement k YouTube py vlog dalna hi bhol gaia Ducky Bhai 🎉,2.0
next baar jb qna kare ge to mera question ka answer bi dena mera question ye hai jb apne aroob ko pehli dafa dekha ta to apka expression kesa tha zarur batana love you aroob jatoi you r beautiful girl in the world,0.0
Next day dekhne wale attendance lgwaen 😂😅😂😅😂😅😅😂kn kn Monday main Dekh raha 😂😂😅❤❤🎉🎉🎉,2.0
Next episode kab aye ga,2.0
Next episode kab ayega,2.0
Next episode kab ayegi,2.0
Next episode kab ayegi??? What's the problem????,2.0
Next episode khn hai,2.0
Next episode khoi,2.0
Next episode upload kio ni kiaa?,2.0
Next level qawali,1.0
Next part ??,2.0
Next porbo kon din ber hobe??,2.0
Next trip is Australia,2.0
Next video on Rabia Faisal,2.0
Next vlog released date,2.0
NFAK best qawal ❤❤,1.0
ngl kinda missed the old ducky,2.0
Nhi ducky bhai baby shipu ki mah mn qurbani ho skti,2.0
Ni aya maza,0.0
ni ducky bhai ap aroob sa zada achi larki deserve karta ho,1.0
Ni maza araha hy ab kunke itna itezar karwata hy adat chot jati hy phr or videos dekhne ka dill karta hy,0.0
nice bro 😘😘😘,1.0
Nice cake 😅,1.0
nice dialogue ❤️,1.0
Nice dil kus hoa,1.0
Nice drama pakistani drama❤,0.0
Nice drama Pakistani is come here 😊😅😮😢🎉😂😂❤,0.0
Nice informative video,2.0
Nice Kalam insaan ke apny Bary men Kamal h bhai,1.0
Nice lip syncing,1.0
Nice Lyrics 😊,1.0
Nice Mam ♥️,1.0
Nice one 🇧🇩🇧🇩,1.0
Nice qawali of nusrat fahta,1.0
nice qawili ❤❤❤❤❤,1.0
Nice serial 😊,1.0
Nice song 🇧🇩❤️,1.0
Nice song ❤❤,1.0
Nice song ❤❤❤,1.0
Nice song 😊😊❤,1.0
Nice song but beat or Hina chahey,1.0
"Nice song, but I think the views are thanks to Quick Style.",1.0
Nice sound ❤❤❤,1.0
Nice to meet you 😊,1.0
Nice uay ❤❤😊😊,1.0
Nice video ❤,2.0
Nice video ❤❤❤❤,2.0
Nice video 📷,2.0
Nice video but very short,1.0
Nice video ducky bhai,2.0
Nice vlog ❤❤❤,1.0
Nice voice ❤,1.0
Nice voice nice song👌👌👌 😍😍😍❤🌺❤🌺❤🌺,1.0
nice waqia good,1.0
Nice work ❤,1.0
Nicely sung Qawwali by Nusrat Fateh Ali Khan. Allah un ki maghgirat karey.,1.0
Nidaa badar dada ki mohallae se.poti.,2.0
nigga zombie spotted,2.0
No any indian every indian is here,2.0
No boundaries can block music because it attack on heart ❤️,1.0
No doubt Abida Ji real legends of Sufi songs,1.0
No Doubt God is with Iran 🇮🇷✨,2.0
No ducky army change it just BTS ARMY cheater tatti,0.0
no ducky bhai is very beautiful,1.0
No haram women Without prda,2.0
No Hijab No views The reality of Ducky Who wants old Ducky,2.0
No it's okay you are my friends 😅,1.0
No more 'My AI agency made $50k/month' ads - all thanks to Blockify,1.0
"No more ""AI side hustle"" gurus yelling at you mid-video, all thanks to Blockify.",1.0
No no aroob no beautiful dakey is the beautiful ok,2.0
𝗡𝗼 𝗼𝗻𝗲 𝗰𝗮𝗻 𝗰𝗼𝗽 me𝘆!! 𝘁𝗵𝗶𝘀𝘀𝘀 .̵̤͔̣̖̫̦̜̞̼̲̯̒͗͛.̶̳͒̊̀̎́͂̏͠.̶̛̛̘̚͠.̶̹̝̻͚̬̫͔͛̏͋̔̑͐̑̉͗͑͘͠.̷̼͉̞̗̖͎͇̹̍̅͗͂̓̏͒̕.̶̨̗͚͖̣̥̪͕̽̐̕.̴̭̠̳̘̱̼͖̗͐͌̌͘͠.̸̨̮͓̱̠͖̺̺̻͚̿́̋̋͑̈͊͊̀̊̚͝.̶̺̰̭̼̦͖̻̱̣̀̑̀̏.̸̢̛͙̟̼͇͙͈͑͛͆̓.̷̧̰͚̫͙͍̥̱͍͊̆̔͋̈̐̓͋̃͒̇̚.̶͉̹̗͚̄̆̈́͋͘͝.̷̯̹̻̫͓͉̩̑̈́͊̍͑͆̀͠.̶̡̢̞̖̘̕.̴̩̝͓̰̭̗͍͎̘̺̊͊́͆.̷̧̛͉͓͇̮̥̤̠̣̞̇͋͒̚͜.̷͙͔́̅̿̆̑̉̚͝.̵̛̭̮̼̜͕̀͂͌̀̀̑͒̽̓̚.̶̧͈͕̰̼̩͍̺̜̳̽͗̔̐̀͂̃͑̓͝.̷̺͙̹̼̖̀ͅ.̷̠̅͐͗͑̒̎͑̀͌̈͆́.̸̩͖̯̪̥͑̄͜ͅ.̶̧̨̩̫͎̖͓̬̙͇̓́̐ͅ.̵̹͖̟̘̓͒̿̋͌̔̒͑̈́̓.̵̡͍̦̯̙̖͂̌̈́̀̽͘͜͝.̵͕̠̰̑̀.̶͇̹̠̜̰̪͓͎̱̝͚̟̍̾͛̅͘.̵̧̙̰̖̻͍̤̝͇̎̑͂.̵̪͎͗̽̕.̶̫̭͈͙̀̀̅͘͝͠.̸̡̼̩͕̱̰͉̝͑̾̒͐̄͂̆̈͗͛͆̕.̴̢͚͙̦̿̊̀̕ͅ.̶̛̼͎̣͉̻̲͔͐̈́̐͛̓̈́̾́̕̚ͅ.̸̨̱̥̻͕̦̉̔̓̏͂̊̐̽̊̒̅.̶̨̡̤̠̞̦̙͈̖̰̹̒̄̂̅̉͊̑̀ͅ.̷̡̗̱̻͓͔̭͕͔̀͗͊͋̓̎͜͝ͅ.̶̛̛̝͓̟͛̀͑̅̍̎̔̒͝.̸̢̥̯͔̫̭͔͋̅͜͝.̷̡̡̧̡̪̫̠̯̘̫̤͑́̑́ͅ.̷͍͎̑͑͌͘.̴͓͝.̴̢̢̛͓̀͒̈́͑̒̊͝.̷̦͔͔̲̼̭͇̰͍̝̈́̾̓͊̎̆̋̕͝.̸̢̤̋̃̓̉͗̏̾̃̌̚͘̕.̵̨͓̼͚̮͆͂̍.̴̨̢̩͕̝͚̱̙̹̠̝̀̎̑̕ͅ.̸̡̫̺̜͙̃͌̈͆͝͝.̵̭͕͙̻͍͍̞̗̿͒́͆̎͒͑̈͜.̴̨͎̱͖̤̩͎͚̗̭̖̦͆̆̍̈́.̵̧̘̰̬̫̙̤͔̫̥̱̌͂̔̇̾͊̈́́̒͒̋͜.̷̳͕͓̲̭̺͓͓͆̽͗̌.̸̢͇͈͎͉͓͕̬̲̆͂̓̃̅̑̽̍́̕̚͜͠.̵̧̢̥̥͙͖̻͍̍.̴̜̖̳̌̒̈́̀͐͗́́̔͐̀̓.̴͚̯͕̏.̶̛̰̙̫̼͉̲͍͍̼͕̓́̉̐̈́̊̏̍̕.̵̢̖̘͖̹̪́̈͐̾̍̈́.̵̛͉̞̳͉̪͕̦͖̯̙̼̋͊̈́́̚͠.̵̘̙̍.̸̟͎͕͑.̶̨̧̛̻̬̱̻̖͗̔.̸̢̬̰̰͇͔̞́̅̊̎̈́͂͂͗̾̏ͅ.̴̻̳̖̦͇̦̼̣̳̜̝̪͠.̵̨̰̳͍̈́͒͂̾̌͆̄̑̕͝.̵̡̛̯͇͚̰̬̰͊̉͐̾̽̀͜ͅ.̸̢̣̳̩̰̞̰̳̼̉̔͐̔̉̌̐͆͊͝͠.̶̨̣̠͉͈̙̯̤̤̖̖̀̊͑̓́͂̔̇͝͝ͅ.̵̣̱̱̰̈́͆̾̑̍̇͑̈́̊̓̚.̶̨̧̧̪̮͕̮̙̜̄͋̄́͋̈́͒͝.̴̟̉̽̍̅͠.̶̨̡͕̞͚͖͉̘̙̣̫̤͂̅̚.̵̰̼̎̂͌̏.̶̢̤̙̠̺̟͍̌͛̂͒̓͐̒̚.̷̡̹͇̘̺̺̥̱̜̝̉̽͗.̶͓̲̱͇͎̩̻͍͆͐̒͌̀̾̌͛̾̍͋͘.̷̂̄͆̈́̒̀͜.̴̞̖̞̳̾́̉̑̿͋̌́̉̓.̴͙͖̗̘̲̤͖̂̽̒̎.̷̫̩͚͖̬̬̲̹͑̐̕͝.̷̢̡̡̧̭͕̙̬̝̱̭̈́́̋͜.̸̛̬̳͙͔̌̾̈́̔̋͌͂̅͠.̶͇̖̐̈́́̀́͜.̷̗̹̉̋̍͋̀̆͆̓͘͠ͅ.̶̨̩͚̪̠̺͖̬͛̓̒͌͐͌̀̓̐̑́̏.̸̤͉̗̬͙͚͓̭̰̞̝̾̔͑̓̓̔̊̒̈́͘͝.̸͚͒.̷̧͓̲͈̙̱̉͆̿̾̎͐̔͐͜ͅ.̵̨͓̩̺̬̠͇̣̎̍̔̿̆̂̃͠.̸͖̦̻̓͌̆́̄̇̄̾̊̊̃͘.̴̢̡̦͇̹̗̦̲́̈͝.̸͇͓̫̖̜̞̀̋̀͆̓͌̆̈͜͜.̵̬͓͑͛̐̓̈̈́.̴̢̝̣͍̦͚͇̘͉̘͊̋̉̊̋́̍͠.̴̛̹͔̗̣̱̀̄̆̓̔͗͊͋̆.̶̧̮̥͔̹̫͎͒.̷̡̡̜̒̄̃̅͋̀̏̇͊͜.̵̜̜̐̄̏̇̓.̶͕̄̎͐̓̔͘.̶̹̹͐̍.̸̡̥͠.̸̡̧͕͖̫̹̎̓.̷͈̲͍͎̯̮͍̙͉̳̄̏̈́̇̄͊́͜͠͝͝͝.̴͔̼͌̇͛̃̂.̶̛͔͈͖̼͉̔́́̽͘͝͠.̶̜̖͈̱͚̠̺̋ͅ.̸̢̡̧̜̘̯̰͎̘̂̈.̴̛̬̟͉̌͌̅̈́̂͌̈́̚͜.̵͔̖͕̙̮̈́.̵͈̳̆̽.̴͈̅̇̈́̈́͒́̏̓̊̕.̵̨̮̜̬͓̻̆͑̀́̾́͂̉̔͌̎͆.̴̻̬̜̥̞̺̥̃͊̉̀͠.̴͕͙̘͊̔͜.̷̡̰͚͕̟̔̀͆́̎̕͘ͅͅͅ.̶̢̳͈͇̼͔̘͇̝̯̮̦̉̔͝.̴̨̨̯͖͇͍̃̿͌͋͗̒̚.̶͎̃̃͌̎̔̏̀̄͛̈́͋.̸̧̛̛̳̠̣͕͕͔̦̮̒̈̆̈̈́́̆͆̚͝.̶̘͍̮̥̓.̶̺̐̌͊̂.̷̟̀.̸̧̞̳̹̩̜̟̇̒̏͘ͅ.̶͔̰̯̥͖̰͚̄̌̅.̴̝͍͈̩̘̌͑.̴̱̘̱̹̳͍̮͉͗̊̋̇̏͝͠͝͝.̶̧̢̥̥͈̜̓.̶̹͍̺̰̜̟̰͓̜̱̎͐́.̷̨̩͔̝͕̫̱̞̫̝͂̿.̸̖͖̟̹͍̰̟̲̟̫͑̂͊͐̽̈́̇͠.̶͇̙̎̏͘͝.̸̨̨̯̥̯̳̜̊͒̄͒̄̚͠.̶̲̟͗͠.̴͔̫̦͐̑̑͑̿̔̐̽͝.̶̠͔͚̮̺͙̞̫̙̄̑̀̎ͅͅ.̵̢̡̙̼͓͖̻͖̹̞̯͆́͜.̵̢̹̘͒̎̈̏̓̋̀͗ͅ.̸̊,2.0
No one can defeat abida perven voice and singing ❤🎉😊😊,1.0
No one Master Sufism songs like you,1.0
no one sniffs coke in coke studio ?,1.0
"No one Wrote the Name of Poet Who Writes These Beautiful Lines , I think To forget Writer Is not right , Hazrat Wasif Ali Wasif R.A , Write this Poetry, Please Mention There Name In Subject Also. People only know The Representators But not those Who Give there life To Write these Lines. Both Singers are Proud of Pakistan and The Writer Wasif Ali Wasif also.",1.0
No story line no plot,2.0
No this part is being so irritating,0.0
No up up up up up up up to TV to r Jenny y think him I'm you TV high uhh think minimum in in j in I until you 🔏 it'll number my k jul kill kin mom k. Ok l ok look on look on look on kin ohh Illuminati u idiot looking uhh tbh I'm. M kicking minimum in my in ñ I'm in m kill kin mom night gtg too ohh,0.0
No war more,2.0
no word... respect,1.0
No words amazing ❤️❤️❤️❤️❤️❤️🥰,1.0
No words for this beautiful legend abida Parveen ❤️🔥🔥🔥rooh mn utr jany wali,1.0
No Words Speechless Actually ❤,2.0
No world to Say 🙏,1.0
No... I love classical music❤,1.0
Nobody can do what Pakistanis do with music. Best in the subcontinent at least.,2.0
Nobody roasts DJ Trump as Faisal does 🤣🤣,2.0
Nonsense episode We should stop watch this drama,0.0
"Nonsense kamyar, nonsense story... expectations was something better but sorry to say too lame story",0.0
nonsense where is next ep?,2.0
Normalize karna cha rahe hain alcohol ko....,0.0
Not a. Fan of. Jennifer. Winget,1.0
Not girl ❌ Mia khalifa ✅,2.0
Not hasband wife 💯 tom and Jerry but I love your vlogs❤❤❤,1.0
Not interested always luv and live legend sidhu moose ala rap,1.0
Not kamyar but the writer is drunk,0.0
not or its,0.0
Not so curious for next episode ? Who else feel the same ?,2.0
Note kren guys Khan beta hai bacha,2.0
Nothing useful in this vlog still . million views ok people like useless things,2.0
Notice Burkha colour 😂😂,2.0
Nov am ❤,1.0
November anyone from BD🇧🇩,2.0
Now Bilal Abbas is behaving so irritating . Nasha Nasha Nasha had he Haram he ..,0.0
Now disappointed drama if no story no need make more episodes please stop,0.0
Now Dislike this drama,0.0
Now drama is bor,0.0
Now feels like kamyar only deserves Faria not Ayra 😂,0.0
"Now I am regretting, why the hell i started this toxic show and wasted a lot of time. What’s this story bro!!!",0.0
Now I can say bakwas story line since past few episodes,0.0
now i don't like this drama ..just befor very nice but after nonsense drama,0.0
Now i don't want to happy Ending because kamiyaar deserve to lose ayra,0.0
"Now I feel Asrar is completely a legend, Abida has no compression",1.0
Now I like khowar bhai,0.0
Now i literally want ayra ky wo settle hu or alg rhy apny zindgi mn successfull hu or kamyar ko divorce dy or wo yh sb regret kryyy,0.0
"now i think that khawar is kind of better than kamiyaar,except for his mom😅",2.0
Now I'm realizing that khawar really love Ayra❤,1.0
Now im skipping kamyar s scenes His role becoming toxic more and more Writer directors deserve chitrol 👞👟🥾🥿👠,0.0
Now is drama ma sad ending honi chaiye bcz kamiyar not deserve ayra she deserves far better than him,0.0
Now it is better than titanium,1.0
Now it is getting prolong to earn TRP.,0.0
Now it’s getting useless. What is the point of this so called attitude of Kamiyar 😏😏,0.0
Now it’s too much,0.0
NOW ITS MY FAV SONG 😌❤,1.0
Now Kamyar is doing too much,0.0
Now kamyar is getting over and over.the writer ruined the story and interest both.would the writer like to tell us why kamyar is going on parties with faria the real criminal he knows that.there is so much stupidity in this drama.sorry to say.,0.0
Now this drama is getting very boring! Just finished this!,0.0
Now this episode is being so boring . Stupid scene. Nothing interesting. I guess now kamyar should be good with ayra .,0.0
Now this is look like indian disgusting drama,0.0
Now this is too much ovar acting of kamiyar,0.0
Now who wants to stop to watch this drama ?? 😂 .,0.0
number episode kab aye ga????,2.0
Nushrat fathe ali khan best legent of simger,1.0
nusrat fateh ali khan is my favorite singer,1.0
nusrat shab is a legend of pakistan and world.🥰🥰🥰🥰🥰🥰🥰🥰,1.0
o bhai This scene means that this drama is coming to an end.😢,0.0
O God 😂😂😂😂😂😂😂😂,1.0
O hate kamyar aira api so sad 😢 bhout bura lga last scene 😢,0.0
