text,label
"Kon kon yeh naat daily sunta hai, please comment 😊",
Konsi language hai,
Konsi zaban mein hai,
Bhai daily vlog karo,
Kis kis ko lag raha tha ke Ducky Bhai ke sath phir koi issue bana hua hai 😢😮,
Kis kis ne Ducky Bhai ke liye Sistrology ka vlog bhi dekha tha ❤🎉,
Kyun nahi aaye,
Pehle to sab bhara hua tha 😂,
"Kuch bhi ho magar Kamyar ko Ayra ko beizzat nahi karna chahiye tha, wo bhi ghar walon aur uski maa ke samne",
Kisi ne note kiya? Mujhe pehle hi pata chal gaya tha ke Ammi ki call hai,
Kuch samajh mein nahi aaya 😂😂,
Kuch samajh nahi aaya lekin song acha hai,
"Kuch samajh to nahi aata lekin maza zaroor aaya, from India",
"Kuch bhi bolo, yeh wala scene sab se best hai ❤",
"Khoob, bohat khoob, kya baat hai wah",
Teri video dekh kar hans hans kar meri beti gir pari dance karte hue 😭,
Khwastareen episode tha,
Kya aapko school mein koi larki pasand thi? Uska naam kya tha,
Kya aap Ducky Bhai ko jante ho,
Kya aap ka iPhone PTA approved hai ❤,
Kya baat hai bhai ♥️,
"Kya baat hai, sab samajh aa raha hai",
"Kya baat hai Wahab sahab, dil jeet liya, Baloch brother ko recognition milta dekh kar acha laga",
"Kya baat hai, Hazrat Wasif Ali Wasif ki khidmat mein salam pesh hai",
Kya baat hai 👏,
"Kya bakwas drama bana diya hai, har scene repeat ho raha hai",
Kya bakwas writing hai 🤮,
"Kya baat hai sir, sach mein aap game de do",
Kya Ducky Bhai Pakistan chhor kar ja rahe hain 😢😢,
Kya fazool episodes thay,
Kya fazool script hai,
Kya haal ho gaya hai Coke Studio ka 😂,
"Kya ho gaya tha Ducky Bhai, aap video dena hi bhool gaye, bohat miss kiya",
"Kya kahoon yaar, no words to express",
Kya main bhi Coke Studio mein apna song gaa sakta hoon,
Kya mast gaya hai yaar ❤❤,
Kya music hai 😭,
"Kya nautanki hai, daily Faria wali",
Kya zabardast roast maar raha hai Aroob aunty ko,
Kya rone ki acting thi,
"Kya Rumaisa Khan ki shaadi ho gayi hai? Kya aapko pata hai woh aaj kal kya kar rahi hai, please batayein",
Kya serial hai yaar,
"Kya song hai yaar, ek lafz bhi samajh nahi aaya lekin maza poora aaya",
Kya song hai ❤,
Kya bekaar script hai 🤡,
"Kya zabardast fankar hai, bohat khoob bohat khoob",
Kyun Kamyar abhi bhi Faria ke sath hai? Kya Faria ki maa ka koi sath nahi hai? 😡,
Kyun nahi aaya 😮,
Labbaik Labbaik Ya Rasool Allah ❤🕋,
Labbaik Ya Rasool Allah,
Lady rapper ❤😂,
Larki ne bol kar gana thoda kharab kar diya 😅,
Ladle Ducky ka vlog aa gaya,
Lady B on fire hai 🔥😍,
"Lady bohat achi sufi lines gaa rahi hai, aur male singer bhi poori feeling ke sath gaa raha hai",
Lady rapper fire hai ❤ love from India,
Lady rapper ne majboor kiya ke aur songs check karoon ❤ love from India 🇮🇳,
"Lady singer konsi language mein gaa rahi thi, samajh nahi aaya lekin sab ki voice mast hai 😊",
"Lagta hai bhai aap chor ho, just fun 😁 big fan",
Lagta hai Faisal Warraich ko bura laga ke video viral kyun hui,
Lagta hai drama ki ending mein Ayra usay chhor kar chali jayegi airport par aur Kamyar usay rok lega,
Lagta hai writer khud bohat bara nashayi hai,
"Lagta hai new PC se dil bhar gaya hai, is liye vlog dalna bhool gaye 😂",
Lagta hai tawajjo kahin aur hai,
Lanat Afghani Taliban par 🖐️,
Kya Lahore mein Abida ji ka live concert hota hai,
Kya Lahore mein Ramzan nahi aaya,
"Lajawab hai aap dono ka combination aur lyrics bhi bohat pyare hain, mashallah ❤ from India",
"Lakh di lanat hai, baby wali baat bohat buri ki aap ne",
Lakhon karoron darood o salam mere pyare Nabi ﷺ par ❤,
"Laki Bhai baby ki video banaya karo, kyun ke main bhi baby Shibu laane wali hoon",
"Laki Bhai itna late vlog kyun dalte ho, aapki timing kya hai ❤",
"Laki Bhai bohat bohat thank you, please Furkan Squad ka naam le lo ❤😭",
"Laki Bhai main aapka bohat bara fan hoon, please help me 😢",
Laki Bhai zyada acting karne ki zarurat nahi,
"Laki Bhaiya I love you, main aapka bohat bara fan hoon",
Laki Bhaiya thode pagal lagte ho,
Lambi lambi baatein nahi karunga,
"Lame, bakwas drama",
"Yeh Pakistan drama history ki sab se lamest series hai, bohat disappointing 👎",
Lanat hai teri biwi par,
Lanat ho us par jisne bola ke Aroob achi hai,
"Lanat hai Ducky par, beghairat",
Lanat hai is QnA par 🙂,
Land Cruiser V8 le lo yaar jaldi se,
Yeh land of sufi singers hai,
Langoor ke haath mein angoor 😂😂,
Langoor ke haath mein angoor ❤❤❤❤❤,
Language Balochi aur Brahui hai,
Yeh konsi language hai 😮,
Language aur country kya hai,
Song ki language kya hai,
Lanat aisi drama par jisme banda har dafa dhoka khata hai aur phir bhi usi larki ke paas jata hai baar baar,
"Lanat Kamyar, Khawar aur Faria par nahi, woh Ayra ke peechay pada hai",
Larki ki samajh nahi aayi 😢,
Larkiyon ko mat dikhaya karo,
Last comment kisi ne genuine dil ki baat ki,
"Last episode acha nahi tha, sirf boring tha",
"Last kuch episodes se Bilal woh acting nahi kar raha jo pehle karta tha, uska charm missing hai",
"Last legend, aankhein band karo aur uski awaaz suno, aap wow wow wow kahoge",
Last mein Shehzadi wali meme dekh kar laga Ducky aur woh kitne milte hain,
Last night ka khoobsurat kalam,
Last part best tha 😂,
"Last video mein aap ne speed fast batayi thi, ab kachway ki speed kyun",
Le Showbaz: main tashna kahan jaoon 🤣,
"Leak nahi bhai, phati pro hai 😅",
Legend Abida Parveen Sahiba ❤️,
"Legend Abida ka andaaz aaj tak koi nahi la saka, aise singers aane chahiye",
Legend yahan hain,
Legend for a reason 🌠😎 kaun agree karta hai 👍,
Legend Nusrat Fateh Ali Khan 😄,
Legend Nusrat Fateh Ali Khan ❤,
Legend of legends,
"Legend of Pakistan Abida G, Allah aap ko lambi zindagi de",
Legend of Sufi kalam,
legend ustad nusrat fateh ali khan,
Legend Ustad Nusrat Fateh Ali Khan Sahab ❤❤❤❤❤,
Legendary Abida Parveen Sahiba,
Legendary Abida ji Pakistan ka gem hain,
Legendary Abida Parveen best of Asrar,
Legendary comment par Aroob ghaib ho jati hai 😂😂,
Legendary dance Ducky Bhai ka,
Legendary Madam Abida ji aur unki soulful mystic voice ❤️💯,
Legendary Abida ji ❤❤,
Legendry singer Abida ji ♥️,
Legends Aroob 💀🔥,
Legends ek frame mein 💖,
Legends kabhi fail nahi hote,
Lekin chhoot gaya tu bro 😢,
Lekin main to duniya khatam samajh raha hoon,
Lekin second Romaisa kaun hai 😂,
"Lekin yaar Samsung ka result bekar raha, chahe koi bhi model ho, colors ache nahi deta",
Lene ka mann hai,
Let’s vote for 8 million subs 😢,
Let’s see kitne log isay sun rahe hain ❤🥀,
"Level hai yaar, aisa lagta hai ke music gaa rahe hain, legends in one frame ❤",
Level quality vlog 🙌🙌🙌,
Like for Allah ❤,
Like for more vlogs,
Like for Asrar ❤,
Like for gaming video 👇,
Like for Garmi Chargi part,
"Like for my friend Haider Baloch, just love this song ❤",
"Like for Palestine aur Nabi Pak, aur second marriage prank Romaisa ke sath",
Like for Palestinian please 😢,
Like for Palestine,
Like for reminder 🎗️,
"Like one, mashallah",
"Like, share and subscribe ❤",
Liked this video only because of legend Abida Parveen,
Lekin aap ka dance sab se zyada zabardast hai 😊,
Lipsing sare kharab ho gaye hain,
Afghani logon ka target Pakistan hai — yeh line theek nahi hai ❌,
Sun raha hoon aur abhi bhi goosebumps aa rahe hain ❤ love from India,
June mein sun raha hoon,
"1x speed par suno, awesome song",
"Main roz sunta hoon, jab koi like kare to yaad aa jaye",
Abida Parveen aur Nusrat Sahab ko sunna real therapy hai ❤,
"Saalon baad sun raha hoon, same effect, mesmerizing — regards from India",
Piya piya ke baad dobara sun raha hoon ❤🎉😂,
"Saalon baad phir sun raha hoon, is dafa comment bhi kar diya",
June 2025 mein sun raha hoon,
Madina mein Roza e Rasool ke samne sun raha hoon,
November mein sun raha hoon,
Ramzan mein sun raha hoon ❤,
Love from Bangladesh 🇧🇩,
"Love you Ducky Bhai, you are better than Aroob for me ❤",
Love from India 🇮🇳,
Love you Ducky Bhai and Aroob Jatoi ❤,
Love the voice of Israr and Abida 😘,
Love Abida’s voice,
Love Abida ji on all her performances ❤️,
"Love Abida ji, she is a legend and touches everyone’s soul",
Love and respect from Mahtab Hussain Shah,
Love Baloch singers ❤,
Love from Bangladesh 🇧🇩,
Love from India 🇮🇳,
Love from Afghanistan 🇦🇫 ❤️,
Love from Azad Kashmir,
Love from Balochistan 🇵🇰,
Love from Bangladesh and Pakistan brothers and sisters 🤝,
Music unites us ❤️,
Love from Karachi,
Love from London,
Love from Nepal 🇳🇵 🕉️,
Love from Morocco,
Love from Emarat ❤️,
Love from Afghanistan,
Love from Afghanistan 🇦🇫 ❤❤,
Love from azad kashmir,
Love From Balochistan,
Love From Balochistan Pakistan 🇵🇰 👑🗿❤,
Love from Bangladesh,
love from bangladesh,
Love from Bangladesh 🇧🇩,
love from Bangladesh 🇧🇩,
Love from Bangladesh 🇧🇩 ❤️ 💕,
Love from Bangladesh 🇧🇩 for Pakistani brothers and sisters 🇵🇰❤️🇧🇩. Love you culture and Songs 💖,
love from Bangladesh 🇧🇩🇧🇩🇧🇩,
Love From bangladesh 🇧🇩🇧🇩🇧🇩🇧🇩❤❤❤❤🇧🇩❤🙏💖,
Love from Bangladesh 🇧🇩❤️,
love from Bangladesh 🇧🇩❤️,
Love from Bangladesh 🇧🇩❤,
Love from Bangladesh 🇧🇩❤🇵🇰,
Love from Bangladesh 🇧🇩🤝🇵🇰,
Love from Bangladesh 🇵🇰🇵🇰🇧🇩🇧🇩♥️♥️,
Love from Bangladesh ❤,
Love from bangladesh ❤️🇧🇩🇧🇩,
Love from Bangladesh ❤❤,
Love from Bangladesh ❤❤❤,
Love from Bangladesh 🎉🎉,
Love from Bangladesh my all Pakistani brother.❤❤,
Love from Bangladesh.,
Love From Bangladesh. Understand % Emotions %,
Love from Bangladesh..Abida JI your voice is so much likable,
Love from Bangladesh❤️,
Love from big bro,
Love from Emarat ❤️,
Love from fsd,
Love from gilgit ❤❤ I really love this song ❤❤❤,
Love from india,
Love from India,
love from India,
Love from India !!,
Love from India 🇮🇳,
Love from INDIA 🇮🇳 ❤...bro,
"Love from India 🇮🇳, today finally I heared the whole song!! Just Amazing talent❤",
Love from India 🇮🇳❤,
Love from India 🇮🇳❤❤❤❤❤,
Love from india 🇳🇪,
love from india ❤,
Love from India ❤,
Love from India ❤️ music unites us . Wish I cud understand the lyrics.,
Love From India ❤🇮🇳,
Love from india ❤❤,
Love from India Beauty of Balochi language and its culture ❤,
Love from india ducky bhai ❤❤,
Love from India such a gem legend 🇮🇳❤,
Love from india.,
Love from India❤,
Love from India❤🇮🇳,
Love from Indians ❤❤🎉🎉,
love from iran❤🇮🇷,
Love from Karachi,
Love from Kashmir,
Love from Kashmir ❤,
Love from khanewal Ghazanfar malik ❤😊❤😊😊❤😊❤😊❤,
Love from London,
Love from London Love from Chakwal 💚💚💚💚💚💚,
Love from lovely india ❤,
Love from me ❤,
Love from Morocco.,
Love from Nepal 🇳🇵,
Love from Nepal 🇳🇵🕉️🥹,
love from nepal🇳🇵,
Love from Ohio ❤❤,
Love from Pakistan 🇵🇰,
love from peshawar ❤,
Love from Sindh Sukkur ❤️‍🩹 🇵🇰,
Love from Sri Lanka 🇱🇰,
Love from Srilanka🇵🇰💚,
Love from ulhasnagar in India 🙏🙏🙏🙏🙏,
Love from wahh cantt,
Love from yo yo army,
Love how they all ragebait kamiyar😂😂,
Love it ❤,
love it ❤❣,
Love it singer Kaifi Khalil❤❤,
Love it voice,
Love it with the bottom of my heart.,
Love it. ❤,
Love it. I dedicate this to my leader IMRAN KHAN❤,
"Love Kafi khalili song,, From Bangladesh 🇧🇩🇧🇩🇵🇰🇵🇰",
Love Kaif Khalil song ❤❤ ......Lovely.....❤❤❤❤,
Love lee voice,
"Love lots of love , from India ❤",
Love love love ❤️,
love love love love love love D.B,
love Muhammad saw❤😍,
Love Pakistani song love from Bangladesh 🇧🇩❤️🇵🇰🇧🇩🇧🇩🇧🇩🇧🇩❤️❤️🇵🇰🇵🇰🇵🇰,
Love prophet Muhammad ❤️,
Love song From🇮🇳🇮🇳🇮🇳 ❤❤❤,
Love the vibe of this song !,
Love this kind of Kalam ❤️❤️,
Love this Klaam,
Love this master piece sufi kalam ❤️,
love this naat❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,
Love this song from Kashmir,
"love this song, like slow drugs",
Love this songs 😊,
Love this Sufi song,
Love this voice love you guys💞💞,
Love tise song❤❤❤,
Love to music❤❤👏👏and how beautifully they covey to us with decent dressing and direction😍,
"Love to my baloch brothers, I am Kurdish",
Love to see kamyar parents relation... Their story has deep meaning,
Love u abida g and asrar Sha g,
Love u all,
Love u brother ❤,
Love u ducky bhai,
Love u ducky bhaiii,
Love u Faisal Bai ❤,
Love u Hazrat Muhammad S.W.A,
Love u mam abida and israr bhai tosi donu kamal o,
Love u tatii bahi,
LOVE YOU ❤ DUCKY BHAI,
Love you 🤟😘😘😘😘😘😘😘😘😘😘😘😘😘🎉❤❤❤❤,
Love you 🥀❤,
Love you 🥰,
Love you 🥰 guys,
Love you 😍 ❤❤❤❤,
Love you 😘,
Love you 😘😘😘😘,
Love you 😙,
Love you abida ji. Thanks for the learning that we can enjoy every moment of life by the grace of God. Love from India.🙏🙌,
love you abida ma'am amazing master piece songs good blessed,
Love you Allah Muhammad Ali Hussan Hussain Fatima,
Love you always from shakargarh,
Love you always kafi eva b🎉🎉🎉🎉❤❤❤❤Abdul w❤❤❤🎉🎉🎉😂,
Love you bahi Jan ap ki videos ka intizar rehta ha 😊,
Love you Bhai ❤ I was waiting for your video ❤❤❤,
Love you bhai ❤❤,
Love you Bhai ap bhot piare ho I love you so much,
Love you Bhai Jan ❤❤❤,
Love you Bhai love you yar,
Love you bhai❤,
Love you Bhai💝,
Love you Bro ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,
Love you Duck 🦆,
love you ducke* sorry tatti bhai...just prank..love you so mjuch umaaah,
Love you ducki bhai,
Love you ducky bahi,
Love you ducky bahi ❤,
Love you ducky bahi ❤❤❤❤,
Love you ducky bahi Yara ap bohot acha content banata hulove you,
Love you Ducky Bhai,
love you ducky bhai,
Love you ducky bhai,
Love you ducky bhai 🇵🇰👌😜,
love you ducky Bhai ❤,
Love you Ducky bhai ❤,
Love you ducky Bhai ❤,
Love you ducky bhai ❤️ ♥️,
Love you ducky BHAI ❤❤,
Love you ducky bhai and aroob api you are a really great ypu tubber love from lslamabad,
Love you ducky bhai and who hates rajab butt 😂,
Love you Ducky Bhai hero is bask😢🎉❤❤❤❤❤😢😢😢😢🎉❤❤😢❤🎉,
Love you ducky bhai I want to meet you 😘❤,
Love you ducky Bhai rafay reply,
Love you ducky’s Bhai ❤🎉🎉🎉😊😊,
Love you Faisal bahi ❤,
Love you Fasil Bhai ❤🎉,
Love you from Bangladesh,
love you ho gaya bro wasa kafi thandi chuss wasa maza agaya,
Love you hoo giya AP se ducky Bhai wada wada❤😊💯,
Love you Jan,
Love you mam❤,
Love you my Baloch Brothers😭,
Love you Nawab Bugti,
Love you pak singer ❤❤,
Love you sir ji😂❤❤❤🎉,
Love you so much for,
Love you this kalaam very nice,
Love you yar duckey bhai,
Love your dance 😂,
loved the drama dialogues jo keh rhy bura ho gya hai they do not know the loving plot woh khud se jang lar raha ha,
Loved this song so much ... Bro ... Take a bow,
lovee youuu kaifii khalilllll your love is just amazinggg!!!!!!!!!! love from indiaaa😍,
Lovely baloch language ❤,
Lovely Bilal abas,
Lovely music 🎵 back sounds❤️❤️❤️❤️,
Lovely voice ❤ great 👍,
Lovely voice as well as vocals.,
loving this story,
Low quality iphone ki ziada achi Hoti,
Lucknow mein teri jindagi per aap peeth dete ho bus Tum tumko ka koi galti Nahin hai,
Lucky bhai Arun se meri shaadi kab kar aaoge laki Bhai aap Rupesh meri shaadi kab karoge mera naam,
Lucky bhai big fan,
Lush coke studio Lush turban man,
Luv u Bhai❤❤,
Luv you Ganda bahi,
luvd bilal's acting aaala,
LYARI MENTIONEDDD 🦅🦅🦅🦅,
lyrics have more worth than vibe😢,
Lyrics is pure class. It is as good as sufi saints writing,
m Allah hm sb k liya asaniyan h asaniyan laye,
M bi bohat sunta hoooooo.... Meri shop k pass in ki qbr h,
M here for loved it,
M pa wat lose karo ham old wala ducky dekhna chata hai,
M qurban Muhammad k name pr❤,
M r mizu my i love SONGS ❤❤😂😂,
M Views soon 🎉,
Ma ALI WALI ka ghulam hon,
Ma AP k vlogs bohot shoonk sa daakhta hu ❤❤❤❤❤❤❤❤❤,
Ma AP ki bhot bhir fan ho ma zada arob ki fan ho❤,
Ma b vlog bnata hu plz dafa zaror visit kryn thank you ❤,
ma be ducky bhai ki copy video banata ho plz sport me,
Ma boht kush nasib hun k ma nabi ki Umat Sy hun,
Ma dehkt Raha hon mein,
ma Kon Kon dack rha hai😊🎉,
ma kon sun Raha ha,
ma na ap ko like or subcribe kiya hai ps5 muja bhi do na ducky bhai please,
Ma naraaaa a mastna ❤❤❤❤❤❤❤,
Ma sadaka sadaka sadaka sadaka sadaka sadaka sadaka sadaka sadaka joi apna nabi Paak pr,
Ma sadka ma jaa❤,
MA SADKY APNY USTAD KI AWAZ PR 😢❤,
Ma sadky Jao apny nabi par ❤❤❤,
ma sha allah,
Ma sha allah,
Ma sha Allah ❤❤❤,
Ma Sha allah dono hamisha sat rho nazry bad sy bachy rhy,
Ma Sony lagi hun mujhy neend a gai h ye qawali sun k,
Ma to cat ko dekha Raha looking so cute 🥺❤❤,
ma to sirf aroob ko dakhny ata ho,
Ma wasif_e_ bismil hu Ma ronqe mahfil hu Ik toota howa Dil ho Ma shaher ma veerana This line ❤,
Ma'am Abida and Israar.... What an amazing combo to produce a gem💎,
Maa ge AP sy milna cahty he Ham abida maa gee,
Maa kasam jis na comment like na Kiya wo exam ma paka fail,
Maa Shaa Allah,
Maa shaa allah😭😭,
Maaa sadkee ❤ma Qurban jaio Mary nabii oy❤,
Maaaji koi nhi ap jasa apka ek hi hain duniya main or mola pak sada salamt rahy Ameen 🙇🏻🙏🏻❤😓,
maan layari aa mana barbad.,
Madam abda mashallah par asrar Kamal ❤,
Madam abida perveen you are really a queen of Sufi lyrics and great asset of pakistan,
Mae Ali wali ki ghulam ho (Rz) Mera peer Syed e Murtaza Mera vard ahmad e mujtaba (SAW),
Mae sath trumb,
Magical music ✨,
Magnificent quwal nfak,
Mahsahaallah Mahsahaallah ❤️,
mai Ali Ibn Talib (R.A.) ka ghulam hon.,
Mai ek kayamat hun❤❤,
Mai is gane pe apne mun pe dance kar raha hu,
mai kon sun Raha hai ❤p,
Mai nara e mastana,
mai narae mastana is a really beautyfull song,
Mai narai mastna,
Mai request kr rhi,
Mai ronaq e mahfil hoan İk tota hoa dil hoan Mai shehar mai veerana 😥,
Mai shehr Main veerana 🥺❤️,
Mai shehr main veerana…,
Mai to Shia ki Moharrram par meme se aya hun. 😢,
mai tota howa Dil hu ❤ March,
Mai wasif e bismil hn ✨ Mai Ronak e mehfil hn❤️ Ik toota hua Dil hn🔥 Mai shehr mai veerana 😭 Lyrics 😭😭😭😭,
Main abhi AP ka hours in car dheka hai please fir se karo,
main abi dekh rha h7n,
Main ak qayamat hon Main ashk e nadamat hon😣,
main app ki fan hu fan,
Main b in ke Tara vlog bana tha ho mara b vlog daky app ka advance main Sukreya😊,
main dekh Raha Hun main time ho raha hai aane Wala hai aakhiri mahina hai uske andar mein wali video dekh raha hun,
Main Eek Qayamat Hoon❤😊,
Main Gohar-e-Yakdana This Line Goosmup ❤️👍,
Main jab bhi sunti hun bahut Khush Hoti Hun😂😂❤,
Main jalwa e jaananaa!,
main Kon sun Raha hy,
Main naraa e mastana,
MAIN NARRE MASTANA 💗,
"Main Rasool Allah ky gharane Ahle bait ka ghulam hoon! Mowla Ali ka nokar hona mere lye bht ahzaas ki bat hai ,❤",
MAIN SADKAY YA RASUL ALLAH SALLALAHO ALIHAY WAALAYHI WASALAM❤,
Main shehr main veerana . wah wasif Ali wasif ki kia bat hai,
Main sontay sontay mar he na jaoon ❤❤❤❤main nara mastana,
Main Toota hua DiL hon 🖤,
Main Wasif e bismil hn. Main ronaq e mehfil hn. Aik toota hua dil hun..main sheher main veerana..,
"Main wasif-e-bismil hoon, main ronaq-e-mehfil hoon Ik toota howa dil hoon, main shehar mein veerana Mera naara e Mastana !!",
Maine aapko galti se subscribe Kiya ab main aap ko scribe Karun ya na Karun please reply MI,
Maja aa gya❤,
Maja nai aya😂,
Majak majak mein,
Make a song for Palestine 🕊️,
Make a video on Epstein files,
Make it finish maximum episodes no need more,
Make this comment world liked comment in the world 🌎,
Makers of this drama are destroying this masterpiece day by day,
Makers ruined the show,
Making boring drama,
Malanghni..kia baat hai ap ki..,
Male Voice :- 🔥🔥 Female Voice :- 🚒🚒🚒🚒 like for female Rapper.,
Malik Ka Nama Malk hona shiy Thea😂😂😂😂😂😂😂😂😂😂,
Mam Abida pareev pori duinya ka Star hain just pakistan ka nahi . love Moola Ali,
Mama ki kasam like and subscribe kar la Jo ga🎉🎉🎉🎉,
Man Lyari Aan Man Barbad ❤,
Mana bhe QNA ma comment kia tha Mera answer to dia nhi 🥺🥺🥺,
Mana kha tha Minecraft ke series dobata start kro plzzz❤❤,
Mannnnnnnn the lyrics are so deep and the way they put this lyrics in hip hop music it’s just🫶🫶🔥🔥🔥🔥🔥,
Mans listen those song and teenagers listen hip hop😅,
Many thanks to Abida parveen saheba. Aap ka kalaam behad sufiyana hai,
Mara comment he nahi dala ywwr apny maim toh apka both old fan hun🥺🥺😭,
Mara piya ghr aya,
Mara question nahi Liya 😭,
Mara question nhi aya,
maRa qutison kider hAI,
mara shor hai ❤what a line,
March hit like 👍🏻,
Mare tra Kon tang ha ye sunsilk ad ke wja se😂,
Mari khoish ha ap sa milna,
Marr ke be vlogging karo ga😂😂😂,
marriage prank plzzzz,
Mary comment sppect kr do,
Mary liye ek channal bna dein naaa..,
Masaallah subhanallah 💛👑,
MasahAllah! May Allah protect our ummat...and set us on belief's of Muhammad (S.W.S)❤ Ameen!,
Masallah Allah ap ko kamyab kary Ameen,
Masallah kiya kehna allah bless you i am indian muslim ya Ali alihisalam ❤,
Mash Allah ❤,
Mash Allah ❤❤❤❤❤❤🎉🎉❤🎉❤,
Mash Allah ❤😊,
Mash Allah Allah ap ki or aroob api jori salamat rahkaa ammen,
Mash allah bohut sundor song ye. I am from India 🇮🇳,
Masha Allah ♥️💖 Mola slamat rakhy Aameen 🤲,
MASHA ALLAH ❤️,
Masha Allah ❤❤❤,
Masha Allah Both Legends Or Is Baat ki Bi khushi Huy K Aapne Is Kalam Mei Hamare Chitrali Sitar Ka Istimal kia hai.,
MASHA ALLAH G SUBHAN ALLAH G,
Masha Allah JazakAllah ❣️....,
Masha Allah M.Ali Saeedi,
Masha Allah Subhan Allah,
Masha Allah Ustad G,
Masha Allah. Soul touching,
Masha Allah.I like this song very much. Love from India,
Masha Hallahan 👌👌,
Masha'ALLAH Beautiful naat,
mashaala allaha kara meri pasand ki shaadi ho,
MashaAllah bht khub bht acha from Bangladesh 🇧🇩❤️🤙🔥👌,
MashaAllah moula salamt rakhe illahiAmeen ❤️❤️❤️,
MashaAllah SubhanAllah 🌷🪷🎄🪷🌷🥀🥀🌹🥀🌹🌹🥀🌹🥀🌹🌹,
MashaALLAH zaberdast bohat ALAaaaaa ap darama serial masoori k tital song ALLAH HOO KO B TRY KARO BRO ABIDA G KI VOICE MAIN,
MASHAALLAH!❤💚 Beautiful! Naat!❤💚🌹🌹🌹🌷,
Mashaallah. Can't believe one can write such a beautiful qalaam. Mashaallah. Awaken my soul.,
Mashaallah❤❤this qwalli was very beautiful ❤❤❤,
Mashahallah Mashahallah ❤️❤️❤️❤️,
Mashala blaoch talent👌 Pakistan have variety of voices,
Mashala kitni mithi hai humaari balochi language❤,
Mashalla 🎉😊❤ Ramzan Mubarak 🌙🤲🏻🥺,
Mashalla inki avaz sun KY Dil ko sokon milta h byshaq hazrat Muhammad ky nam MN hi sakony qlab h,
MashAllah ... Abida parveen kya baat hai,
Mashallah ❤❤❤❤❤❤❤❤❤ ❤❤❤ ❤❤❤,
MashaLLah ❤❤❤😊😊😊❤❤😊😊😊❤❤❤❤❤❤😊😊😊😊❤❤❤😊😊😊 MashaLLah,
Mashallah Abida ❤,
Mashallah alhamdolala ❤❤❤,
mashallah Allah Allah allah Allah Allah,
Mashallah Allah bless you maam,
Mashallah Allah is great ❤,
Mashallah and NFAK are best Pakistani qawal in world,
Mashallah ap bohot pyare ha dont mind,
Mashallah beautiful naat who are listening in,
Mashallah bhot Khoob,
Mashallah bhot kobsort naat❤❤❤,
Mashallah bht khoob ❤️❤️,
"Mashallah bhut Achi kawali hai😊😊😊😊😊❤❤❤❤❤❤❤,!",
Mashallah boht mithi mithi beizti ki 😂😂,
mashallah boht pyre qawwali ha,
Mashallah Inshallah aapke million Jerome Logon Ka Kya Hai Log to baten Karte rahte hain❤,
Mashallah khair ho ap ki,
Mashallah Kia baat hai 😢ustad Ji Allah ap ku jannat ul firduas mai gaday Ameen,
MashAllah Kya bat h❤❤❤❤,
MashAllah kya Shan byaan ki ha mery Nabi pak SAW ki😭 ma Qurban apne Nabi Pak SAW k qadmo ki khaq pr😭,
Mashallah mashallah 👏❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,
Mashallah Mashallah my favorite ❤ 💕 💖,
Mashallah mein be 1st Ramzan ko sun Raha 💓💓💓,
Mashallah mere baba jab chotaa thee to wo ap kaa ghar kaa sath rehtaa thee❤😊,
MAshallah MUHAMMAD ❤❤❤😍🤗,
mashallah naat i love you naat❤❤❤❤❤❤❤❤❤💔🙊,
Mashallah peace upon Muhammad saw❤uff allah what a voice,
Mashallah subhan ❤❤❤❤❤❤,
Mashallah subhanallah 💚🤲✨🧿,
Mashallah subhanallah 💚🤲🦚✨🧿📿,
Mashallah this Qawali is very beautiful,
MashAllah two suffi legends in one frame,
Mashallah very beautiful voice,
Mashallah very good,
Mashallah very nice 🎉,
MashAllah! % True!,
"Mashallah... The qawwali showcases the love for our Prophet Muhammad PBUH,... Listening to it in March",
Mashallah❤❤❤❤❤😊😊 ❤❤❤😊 😊😊❤ 😊😊❤ 😊😊 ❤,
Mashallha g madene wala sain sirdrao ka sirdar,
Mashallha Khan shb Allah pak ap k drajzat bulnd krn.. elhai Ameen,
Masham Allah great,
Masllah Kya lagti hai ye wali file karta hai bar bar suno subhanllah❤❤❤❤,
Mastan and then honest we should be Ameen great people's,
master piece ❤,
Master piece 🎉,
Master piece 💕,
Masterpiece ❤ Love from🇱🇰,
Masterpiece song all time,
Math & Nusrat ❤️👑,
MATHS KA NAAM SUN KE ABHI NEEND AGAI BYE BYE ME JARA SONAY,
Matlab Iran baby ko pareshan karne pe tula huwa hai,
Matlub ab jung is liye nahi larhi jayein gi kyon k toilet sahi kaam nahi ker rahay. Wow superpower just wow.,
Matrix with aroob and fsc😂😂😂😅,
Maturity hits different when you realize khawar is better than kamyaar for ayra,
Maturity is realizing lhawar is better than kamyar,
Maturity is when you realize Iranian regime and Khamenei have the better statemanship qualities than Afghanistanian Mulla regime,
Maturity when you realize that Khawar is a green flag and honestly looks doesn't matter he was a good a choice for ayra ...!!!,
"may ,, magic of this track did not lessen",
May Allah bless every family like this with happiness,
May Allah protect you Ameen @,
May be they are messing up with sewage system and leaking videos to buy more time...,
May Iran live long,
